Date,AdjClose
2023-10-31,278.260009765625
2023-11-01,278.75
2023-11-02,272.8500061035156
2023-11-03,287.739990234375
2023-11-06,280.92999267578125
2023-11-07,281.79998779296875
2023-11-08,286.94000244140625
2023-11-09,284.4200134277344
2023-11-10,291.5
2023-11-13,291.0
2023-11-14,297.94000244140625
2023-11-15,298.57000732421875
2023-11-16,301.6600036621094
2023-11-17,299.4599914550781
2023-11-20,302.44000244140625
2023-11-21,299.54998779296875
2023-11-22,298.5199890136719
2023-11-24,297.8999938964844
2023-11-27,297.2300109863281
2023-11-28,294.6199951171875
2023-11-29,298.8599853515625
2023-11-30,293.3599853515625
2023-12-01,295.4800109863281
2023-12-04,287.5400085449219
2023-12-05,279.2699890136719
2023-12-06,282.0
2023-12-07,286.1099853515625
2023-12-08,287.20001220703125
2023-12-11,290.1300048828125
2023-12-12,296.3599853515625
2023-12-13,297.05999755859375
2023-12-14,294.8999938964844
2023-12-15,295.4700012207031
2023-12-18,297.45001220703125
2023-12-19,298.44000244140625
2023-12-20,296.739990234375
2023-12-21,303.1600036621094
2023-12-22,357.9800109863281
2023-12-26,360.8800048828125
2023-12-27,358.8999938964844
2023-12-28,361.8599853515625
2023-12-29,362.8800048828125
2024-01-02,353.0
2024-01-03,343.2200012207031
2024-01-04,344.1600036621094
2024-01-05,344.0799865722656
2024-01-08,348.6300048828125
2024-01-09,353.95001220703125
2024-01-10,354.8599853515625
2024-01-11,357.7900085449219
2024-01-12,346.4800109863281
2024-01-16,327.4200134277344
2024-01-17,330.239990234375
2024-01-18,328.2699890136719
2024-01-19,337.0
2024-01-22,341.0199890136719
2024-01-23,341.8599853515625
2024-01-24,339.57000732421875
2024-01-25,339.4200134277344
2024-01-26,332.239990234375
2024-01-29,333.19000244140625
2024-01-30,330.9599914550781
2024-01-31,327.8299865722656
2024-02-01,332.6600036621094
2024-02-02,335.25
2024-02-05,337.5
2024-02-06,336.6600036621094
2024-02-07,336.92999267578125
2024-02-08,345.3299865722656
2024-02-09,342.2799987792969
2024-02-12,337.8800048828125
2024-02-13,327.5199890136719
2024-02-14,330.0
2024-02-15,330.9800109863281
2024-02-16,329.8500061035156
2024-02-20,332.1400146484375
2024-02-21,328.6300048828125
2024-02-22,340.3399963378906
2024-02-23,340.8900146484375
2024-02-26,336.32000732421875
2024-02-27,335.7699890136719
2024-02-28,333.0899963378906
2024-02-29,334.1700134277344
2024-03-01,339.6199951171875
2024-03-04,340.4800109863281
2024-03-05,328.7900085449219
2024-03-06,335.8599853515625
2024-03-07,339.3699951171875
2024-03-08,335.1099853515625
2024-03-11,333.57000732421875
2024-03-12,337.7300109863281
2024-03-13,329.3699951171875
2024-03-14,330.2900085449219
2024-03-15,327.8800048828125
2024-03-18,335.2699890136719
2024-03-19,342.3699951171875
2024-03-20,343.32000732421875
2024-03-21,348.20001220703125
2024-03-22,349.239990234375
2024-03-25,347.5199890136719
2024-03-26,349.8399963378906
2024-03-27,347.92999267578125
2024-03-28,347.1600036621094
2024-04-01,347.4800109863281
2024-04-02,345.7799987792969
2024-04-03,346.739990234375
2024-04-04,341.17999267578125
2024-04-05,341.8699951171875
2024-04-08,344.1000061035156
2024-04-09,344.5
2024-04-10,339.489990234375
2024-04-11,340.1000061035156
2024-04-12,334.20001220703125
2024-04-15,328.1600036621094
2024-04-16,326.80999755859375
2024-04-17,325.6199951171875
2024-04-18,324.5
2024-04-19,322.1099853515625
2024-04-22,324.80999755859375
2024-04-23,325.9700012207031
2024-04-24,328.57000732421875
2024-04-25,327.0400085449219
2024-04-26,333.75
2024-04-29,329.8699951171875
2024-04-30,324.8800048828125
2024-05-01,321.4800109863281
2024-05-02,314.5299987792969
2024-05-03,319.5199890136719
2024-05-06,321.5899963378906
2024-05-07,325.0400085449219
2024-05-08,326.9599914550781
2024-05-09,327.25
2024-05-10,328.25
2024-05-13,328.20001220703125
2024-05-14,325.8599853515625
2024-05-15,329.8800048828125
2024-05-16,327.5299987792969
2024-05-17,327.7099914550781
2024-05-20,328.5899963378906
2024-05-21,326.7900085449219
2024-05-22,326.3599853515625
2024-05-23,328.17999267578125
2024-05-24,331.1099853515625
2024-05-28,328.0799865722656
2024-05-29,322.44000244140625
2024-05-30,319.9100036621094
2024-05-31,317.45001220703125
2024-06-03,314.75
2024-06-04,317.1000061035156
2024-06-05,327.07000732421875
2024-06-06,324.7300109863281
2024-06-07,324.29998779296875
2024-06-10,323.30999755859375
2024-06-11,323.1300048828125
2024-06-12,326.3900146484375
2024-06-13,325.010009765625
2024-06-14,323.1700134277344
2024-06-17,327.2250061035156
2024-06-18,325.1300048828125
2024-06-20,325.67999267578125
2024-06-21,325.3500061035156
2024-06-24,321.1000061035156
2024-06-25,324.3800048828125
2024-06-26,321.32000732421875
2024-06-27,321.82000732421875
2024-06-28,321.5
2024-07-01,321.1600036621094
2024-07-02,327.1000061035156
2024-07-03,326.95001220703125
2024-07-05,331.25
2024-07-08,327.6400146484375
2024-07-09,327.3500061035156
2024-07-10,331.0
2024-07-11,327.2699890136719
2024-07-12,329.3599853515625
2024-07-15,327.4599914550781
2024-07-16,330.3699951171875
2024-07-17,320.2300109863281
2024-07-18,315.6700134277344
2024-07-19,314.5400085449219
2024-07-22,318.6400146484375
2024-07-23,320.0799865722656
2024-07-24,310.54998779296875
2024-07-25,310.69000244140625
2024-07-26,312.260009765625
2024-07-29,309.6400146484375
2024-07-30,304.45001220703125
2024-07-31,313.6300048828125
2024-08-01,309.8299865722656
2024-08-02,302.2200012207031
2024-08-05,296.5400085449219
2024-08-06,302.7900085449219
2024-08-07,298.79998779296875
2024-08-08,309.05999755859375
2024-08-09,311.1499938964844
2024-08-12,313.30999755859375
2024-08-13,318.07000732421875
2024-08-14,319.1300048828125
2024-08-15,325.0
2024-08-16,325.4800109863281
2024-08-19,326.92999267578125
2024-08-20,326.0199890136719
2024-08-21,330.9800109863281
2024-08-22,325.2300109863281
2024-08-23,323.45001220703125
2024-08-26,319.4599914550781
2024-08-27,318.4100036621094
2024-08-28,315.6000061035156
2024-08-29,319.989990234375
2024-08-30,321.4200134277344
2024-09-03,309.0199890136719
2024-09-04,308.80999755859375
2024-09-05,309.75
2024-09-06,305.0400085449219
2024-09-09,309.70001220703125
2024-09-10,308.9200134277344
2024-09-11,317.4599914550781
2024-09-12,319.1300048828125
2024-09-13,318.510009765625
2024-09-16,318.04998779296875
2024-09-17,317.25
2024-09-18,313.3900146484375
2024-09-19,322.2900085449219
2024-09-20,320.25
2024-09-23,321.2699890136719
2024-09-24,324.19000244140625
2024-09-25,319.3800048828125
2024-09-26,324.8399963378906
2024-09-27,325.1499938964844
2024-09-30,318.6300048828125
2024-10-01,313.04998779296875
2024-10-02,317.45001220703125
2024-10-03,313.0899963378906
2024-10-04,315.7300109863281
2024-10-07,313.07000732421875
2024-10-08,320.8699951171875
2024-10-09,326.20001220703125
2024-10-10,328.94000244140625
2024-10-11,330.0299987792969
2024-10-14,335.30999755859375
2024-10-15,328.6000061035156
2024-10-16,323.7699890136719
2024-10-17,326.5799865722656
2024-10-18,327.3999938964844
2024-10-21,327.4599914550781
2024-10-22,325.6499938964844
2024-10-23,321.8500061035156
2024-10-24,321.3699951171875
2024-10-25,322.80999755859375
2024-10-28,321.1700134277344
2024-10-29,328.4100036621094
2024-10-30,328.57000732421875
2024-10-31,320.4100036621094
2024-11-01,323.75
2024-11-04,324.1600036621094
2024-11-05,324.4800109863281
2024-11-06,333.6199951171875
2024-11-07,355.5799865722656
2024-11-08,342.17999267578125
2024-11-11,346.3299865722656
2024-11-12,344.4800109863281
2024-11-13,344.1000061035156
2024-11-14,340.2799987792969
2024-11-15,332.3800048828125
2024-11-18,336.3999938964844
2024-11-19,339.5199890136719
2024-11-20,342.239990234375
2024-11-21,348.94000244140625
2024-11-22,350.0
2024-11-25,352.1400146484375
2024-11-26,349.8500061035156
2024-11-27,348.0199890136719
2024-11-29,351.1000061035156
2024-12-02,350.510009765625
2024-12-03,351.04998779296875
2024-12-04,361.45001220703125
2024-12-05,344.3900146484375
2024-12-06,345.29998779296875
2024-12-09,342.510009765625
2024-12-10,339.70001220703125
2024-12-11,344.0
2024-12-12,341.5799865722656
2024-12-13,340.239990234375
2024-12-16,342.6099853515625
2024-12-17,343.07000732421875
2024-12-18,333.70001220703125
2024-12-19,334.4800109863281
2024-12-20,338.3800048828125
2024-12-23,339.5
2024-12-24,342.8399963378906
2024-12-26,340.1600036621094
2024-12-27,339.7049865722656
2024-12-30,337.9200134277344
2024-12-31,337.3299865722656
2025-01-02,336.05999755859375
2025-01-03,338.3800048828125
2025-01-06,338.6499938964844
2025-01-07,335.8599853515625
2025-01-08,343.4700012207031
2025-01-10,337.80999755859375
2025-01-13,337.19000244140625
2025-01-14,339.5799865722656
2025-01-15,343.07000732421875
2025-01-16,344.4200134277344
2025-01-17,349.92999267578125
2025-01-21,352.07000732421875
2025-01-22,356.6300048828125
2025-01-23,360.3599853515625
2025-01-24,357.3699951171875
2025-01-27,344.8900146484375
2025-01-28,350.2300109863281
2025-01-29,346.2900085449219
2025-01-30,351.57000732421875
2025-01-31,350.5
2025-02-03,346.7799987792969
2025-02-04,346.9599914550781
2025-02-05,347.010009765625
2025-02-06,346.6199951171875
2025-02-07,344.8599853515625
2025-02-10,342.0
2025-02-11,341.42999267578125
2025-02-12,334.1199951171875
2025-02-13,339.1650085449219
2025-02-14,338.92999267578125
2025-02-18,338.5799865722656
2025-02-19,336.739990234375
2025-02-20,340.4599914550781
2025-02-21,334.2099914550781
2025-02-24,333.6300048828125
2025-02-25,330.3999938964844
2025-02-26,332.32000732421875
2025-02-27,330.3699951171875
2025-02-28,333.25
2025-03-03,325.44000244140625
2025-03-04,323.2200012207031
2025-03-05,327.7799987792969
2025-03-06,325.1400146484375
2025-03-07,325.6099853515625
2025-03-10,318.7099914550781
2025-03-11,320.3599853515625
2025-03-12,317.489990234375
2025-03-13,317.55999755859375
2025-03-14,322.67999267578125
2025-03-17,324.95001220703125
2025-03-18,323.82000732421875
2025-03-19,323.0400085449219
2025-03-20,324.6300048828125
2025-03-21,324.20001220703125
2025-03-24,325.7300109863281
2025-03-25,326.6700134277344
2025-03-26,323.3399963378906
2025-03-27,322.0899963378906
2025-03-28,316.8900146484375
